Review-Body,label
phone hang,0
it,0
good product,0
camera,0
hey guys if you are buying for gaming then don,0
compare to this m,0
very good display average camera quality battery is awesome,0
the media could not be loaded,0
battery backup is not good,0
excellent,0
camera quality is too bad such i didn,0
thank you so much,0
good screen quality,0
i bought this phone for my wife as she is not a heavy user only whatsapp and insta user,0
i got this phone under,0
excellent product,0
display is good,0
everything is looks fine,0
overall gud product,0
good phone,0
good products,0
like the rear camera quality,0
mobile heats up heavily,0
nice product with great battry life,0
value for money,0
overall the model is great,0
good product,0
super,0
pros,0
phone,0
charger nahi mila mujhe,0
so many times phone is not working we have to restart to call,0
bluetooth earphones working on one ear while playing offline or online music,0
ok,0
phone is very slow and camera quality very poor so mujhe ye phone bilkul axa nhi laga so app bhi ye phone na le kafi hang karta,0
heating and hanging,0
nice,0
this seems to be a good device in price range,0
this phone very lagging,0
it is rediculous and worthless even my redmi note,0
worst phone,0
don,0
phone look and feel is good,0
ghatiya selfie camera,0
at this price point,0
jo piece samsung m,0
poor quality phonebekaar phone haibohot slow chalta haiautomatic call recording option bhi thik nhi hspeed nhi hai phone me,0
battery life is ok,0
no earphones,0
actually in this phone nothing for the like because all feature in this phone is very very worst and bad because camera quality like,0
touch not work frequently,0
i purchased this phone for my father from mi store in,0
the media could not be loaded,0
no,0
sound and camera not good,0
good phone form remi again,0
the media could not be loaded,0
i got it at,0
camera and speaker quality issue,0
very good,0
the touch is not functioning properly,0
ghatiya phone,0
mobile heating and hanging problem,0
good display,0
good,0
i am satisfied,0
day uses experience,0
but mob kho gya kuch karo,0
camera quality is better than the previous note series phones,0
k video recording not support,0
excellent,0
after,0
all things are best but camera are not promering well,0
very good,0
camera quality is poor but battery and display is good,0
worst phone to buy redmi,0
selfie camera very bad overall very good phone display very well display,0
love it reasonable price,0
this item today missing help me please,0
worst,0
good,0
like this product,0
the media could not be loaded,0
its good,0
real experience share of two monthi purchased in offer only rs,0
camera not be good,0
it got switched off automatically on the same week i buy and now it is not starting again,0
except camera rest all features are at satisfactory level,0
best phone under,0
great product,0
very nice camera,0
all stars are for delivery,0
it,0
this product is amazing with good camera and backup,0
everything is best but the camera quality is not up to the,0
it,0
good,0
price is more than same segment mobile it should be less,0
good mobile for daily use but too much of unnecessary apps and widget effects battery performance,0
don,0
i didn,0
this range,0
good displyay quality,0
ok,0
earpiece sound low and unclear,0
software problem,0
it is ok ok,0
very good,0
hang without reason,0
the media could not be loaded,0
every thing is good but charging quite slow as mentioned,0
it is a allrounder phone in this price range,0
realy compromise with camra quality,0
its a aggressive pack for entertainment,0
if u want a sturdy and solid phone ho for it,0
good product,0
good phone,0
performance is very good,0
nice,0
all spec are good good battery good processing speed but charging is slow and camera has not very good quality,0
value for money phone,0
phone looks good but battery life is only one day,0
using for,0
go for it,0
i bought the mobile for my father and he,0
best quality,0
nice battery backup and no heating issues,0
i like it,0
the media could not be loaded,0
never trust on this company,0
there are many great phones in this range,0
awasome piece good batary and design under the budget,0
good,0
awesome phone,0
screen of the phone has completely gone,0
everything is good except back camera,0
defective product was received,0
good,0
battery life is good as expected,0
this one is very nice,0
good,0
good phone,0
good,0
u can,0
in this price phone is simply good,0
good product,0
best in the segment,0
finger print reader is the new feature and is good,0
dislike because phone charging problem in one month and change in pin but pin in combined set display so we are change in display also,0
everything is so good,0
camera quality is average,0
camara picsal is not clear,0
not good product,0
battery life,0
the media could not be loaded,0
